,user_id,timestamp,group,landing_page,converted
63705,642324,2025-01-07 10:31:34.292201,control,old_page,0
63706,937029,2025-01-07 10:31:43.575329,control,old_page,0
63707,663286,2025-01-07 10:31:45.789140,control,old_page,0
63708,672855,2025-01-07 10:31:45.984512,treatment,new_page,0
63709,779412,2025-01-07 10:32:03.704565,treatment,new_page,1
63710,710637,2025-01-07 10:32:15.000992,treatment,new_page,0
63711,915497,2025-01-07 10:32:31.002542,control,old_page,1
63712,865438,2025-01-07 10:32:32.348653,control,old_page,0
63713,869981,2025-01-07 10:32:32.908087,control,old_page,0
63714,841764,2025-01-07 10:32:33.585860,control,old_page,0
63715,720314,2025-01-07 10:32:50.875791,control,old_page,0
63716,852822,2025-01-07 10:33:07.661325,treatment,new_page,0
63717,904123,2025-01-07 10:33:22.650819,control,old_page,0
63718,929443,2025-01-07 10:33:35.388075,control,old_page,0
63719,634783,2025-01-07 10:33:39.300731,treatment,new_page,0
63720,916450,2025-01-07 10:33:44.864325,control,old_page,0
63721,828011,2025-01-07 10:33:51.022142,treatment,new_page,0
63722,938265,2025-01-07 10:33:52.399319,treatment,new_page,0
63723,710152,2025-01-07 10:33:53.021638,treatment,new_page,0
63724,808677,2025-01-07 10:33:57.351984,treatment,new_page,0
63725,747605,2025-01-07 10:34:03.284321,control,old_page,0
63726,928612,2025-01-07 10:34:11.031194,control,old_page,1
63727,910062,2025-01-07 10:34:16.701988,control,old_page,0
63728,866075,2025-01-07 10:34:36.242652,control,old_page,0
63729,773386,2025-01-07 10:34:37.789094,treatment,new_page,0
63730,877076,2025-01-07 10:34:42.029266,treatment,new_page,0
63731,657894,2025-01-07 10:34:48.535176,treatment,new_page,0
63732,727687,2025-01-07 10:34:49.854708,treatment,new_page,0
63733,868559,2025-01-07 10:35:11.026711,treatment,new_page,0
63734,751382,2025-01-07 10:35:14.419573,control,old_page,1
63735,802060,2025-01-07 10:35:14.742606,control,old_page,0
63736,813484,2025-01-07 10:35:23.567158,treatment,new_page,0
63737,930589,2025-01-07 10:35:35.335792,control,old_page,0
63738,683487,2025-01-07 10:35:43.725835,treatment,new_page,0
63739,890720,2025-01-07 10:35:44.707612,control,old_page,0
63740,827180,2025-01-07 10:35:57.428811,control,old_page,0
63741,689251,2025-01-07 10:36:06.876720,treatment,new_page,1
63742,781281,2025-01-07 10:36:33.940053,control,old_page,0
63743,857050,2025-01-07 10:36:48.049029,control,old_page,0
63744,884769,2025-01-07 10:36:50.088142,treatment,new_page,0
63745,911771,2025-01-07 10:37:00.266965,control,old_page,0
63746,882637,2025-01-07 10:37:22.244823,control,old_page,0
63747,830738,2025-01-07 10:37:25.435745,control,old_page,0
63748,865341,2025-01-07 10:37:26.137774,treatment,new_page,0
63749,732548,2025-01-07 10:37:31.751125,treatment,new_page,0
63750,728492,2025-01-07 10:37:32.010172,control,old_page,1
63751,754461,2025-01-07 10:37:40.580162,treatment,new_page,0
63752,714308,2025-01-07 10:37:46.778167,treatment,new_page,0
63753,851116,2025-01-07 10:37:57.138167,treatment,new_page,0
63754,745796,2025-01-07 10:37:59.348784,control,old_page,0
63755,943124,2025-01-07 10:38:03.679837,control,old_page,0
63756,926857,2025-01-07 10:38:07.304892,treatment,new_page,0
63757,749041,2025-01-07 10:38:10.660030,treatment,new_page,0
63758,761338,2025-01-07 10:38:24.701941,control,old_page,0
63759,826462,2025-01-07 10:38:33.486379,control,old_page,0
63760,735232,2025-01-07 10:38:36.562596,treatment,new_page,1
63761,794511,2025-01-07 10:38:38.755721,control,old_page,1
63762,726281,2025-01-07 10:38:40.608175,control,old_page,0
63763,761666,2025-01-07 10:38:45.342993,control,old_page,0
63764,919126,2025-01-07 10:38:57.766687,treatment,new_page,0
63765,755035,2025-01-07 10:39:01.001602,treatment,new_page,0
63766,941156,2025-01-07 10:39:03.065406,treatment,new_page,0
63767,755021,2025-01-07 10:39:10.974002,control,old_page,0
63768,670905,2025-01-07 10:39:22.872515,treatment,new_page,0
63769,909339,2025-01-07 10:39:24.261065,treatment,new_page,0
63770,726037,2025-01-07 10:39:35.321044,treatment,new_page,0
63771,862810,2025-01-07 10:39:37.549645,treatment,new_page,1
63772,760520,2025-01-07 10:39:39.297488,treatment,new_page,0
63773,635941,2025-01-07 10:39:42.169383,control,old_page,0
63774,803476,2025-01-07 10:39:52.175119,treatment,new_page,0
63775,914030,2025-01-07 10:40:14.625867,control,old_page,0
63776,784283,2025-01-07 10:40:18.537137,control,old_page,1
63777,706035,2025-01-07 10:40:20.247284,control,old_page,0
63778,781491,2025-01-07 10:40:26.501394,control,old_page,0
63779,805834,2025-01-07 10:40:27.619177,treatment,new_page,0
63780,643248,2025-01-07 10:40:31.977464,treatment,new_page,0
63781,943790,2025-01-07 10:40:32.163369,control,old_page,0
63782,706748,2025-01-07 10:40:51.366928,treatment,new_page,1
63783,905920,2025-01-07 10:40:51.469116,treatment,new_page,1
63784,848559,2025-01-07 10:40:57.138318,control,old_page,1
63785,814688,2025-01-07 10:40:59.350180,control,old_page,0
63786,901385,2025-01-07 10:41:02.579625,treatment,new_page,0
63787,689883,2025-01-07 10:41:02.944009,treatment,new_page,1
63788,939247,2025-01-07 10:41:11.469032,control,old_page,0
63789,769748,2025-01-07 10:41:11.799945,control,old_page,0
63790,893538,2025-01-07 10:41:15.364355,treatment,new_page,0
63791,850184,2025-01-07 10:41:15.992177,treatment,new_page,0
63792,816069,2025-01-07 10:41:16.842856,treatment,new_page,1
63793,871189,2025-01-07 10:41:33.258488,control,old_page,0
63794,647781,2025-01-07 10:41:36.992332,treatment,new_page,0
63795,931328,2025-01-07 10:41:37.891189,control,old_page,0
63796,921424,2025-01-07 10:41:40.879227,control,old_page,0
63797,808943,2025-01-07 10:41:50.454868,treatment,new_page,0
63798,727273,2025-01-07 10:41:51.718058,control,old_page,0
63799,849070,2025-01-07 10:42:02.014817,treatment,new_page,0
63800,746614,2025-01-07 10:42:06.344384,treatment,new_page,0
63801,899569,2025-01-07 10:42:13.358981,control,old_page,0
63802,931689,2025-01-07 10:42:22.790983,treatment,new_page,0
63803,690968,2025-01-07 10:42:24.470650,control,old_page,0
63804,887529,2025-01-07 10:42:33.355883,control,old_page,1
63805,842455,2025-01-07 10:42:42.333797,treatment,new_page,0
63806,667936,2025-01-07 10:42:43.050814,control,old_page,0
63807,702005,2025-01-07 10:42:57.448993,treatment,new_page,0
63808,771167,2025-01-07 10:42:58.542341,treatment,new_page,0
63809,712028,2025-01-07 10:43:30.271343,treatment,new_page,0
63810,817764,2025-01-07 10:43:31.230613,treatment,new_page,0
63811,940334,2025-01-07 10:43:34.283931,treatment,new_page,0
63812,813291,2025-01-07 10:43:44.373247,treatment,new_page,0
63813,706003,2025-01-07 10:43:45.919065,treatment,new_page,0
63814,942934,2025-01-07 10:43:46.954342,treatment,new_page,0
63815,811318,2025-01-07 10:44:16.742990,control,old_page,0
63816,809269,2025-01-07 10:44:18.976807,treatment,new_page,0
63817,798748,2025-01-07 10:44:19.748852,control,old_page,0
63818,817412,2025-01-07 10:44:20.016907,treatment,new_page,0
63819,863856,2025-01-07 10:44:21.739049,control,old_page,0
63820,921009,2025-01-07 10:44:26.963313,control,old_page,0
63821,855522,2025-01-07 10:44:41.912894,treatment,new_page,1
63822,871247,2025-01-07 10:44:43.533705,treatment,new_page,1
63823,840211,2025-01-07 10:44:45.364694,control,old_page,0
63824,939115,2025-01-07 10:44:50.933099,treatment,new_page,0
63825,914574,2025-01-07 10:44:53.000140,control,old_page,0
63826,867676,2025-01-07 10:44:55.337869,control,old_page,0
63827,910212,2025-01-07 10:45:03.336986,treatment,new_page,1
63828,657439,2025-01-07 10:45:04.402230,control,old_page,0
63829,785686,2025-01-07 10:45:06.640027,control,old_page,0
63830,799806,2025-01-07 10:45:14.719428,treatment,new_page,0
63831,739589,2025-01-07 10:45:18.933098,control,old_page,0
63832,694152,2025-01-07 10:45:19.487890,treatment,new_page,0
63833,817359,2025-01-07 10:45:22.755063,control,old_page,0
63834,780477,2025-01-07 10:45:35.142263,control,old_page,0
63835,839938,2025-01-07 10:45:47.984043,treatment,new_page,0
63836,708517,2025-01-07 10:45:50.171466,control,old_page,0
63837,803622,2025-01-07 10:45:56.284837,control,old_page,0
63838,691327,2025-01-07 10:46:11.464586,treatment,new_page,0
63839,822668,2025-01-07 10:46:30.418236,control,old_page,0
63840,640251,2025-01-07 10:46:31.893549,treatment,new_page,0
63841,936024,2025-01-07 10:46:35.996647,control,old_page,0
63842,887786,2025-01-07 10:46:45.279606,treatment,new_page,0
63843,716650,2025-01-07 10:46:50.370397,treatment,new_page,0
63844,639771,2025-01-07 10:47:00.487744,control,old_page,1
63845,802632,2025-01-07 10:47:02.400574,control,old_page,0
63846,703866,2025-01-07 10:47:04.190339,treatment,new_page,0
63847,933057,2025-01-07 10:47:06.487223,treatment,new_page,0
63848,754327,2025-01-07 10:47:08.275115,control,old_page,0
63849,706469,2025-01-07 10:47:16.661416,treatment,new_page,0
63850,712086,2025-01-07 10:47:22.155650,control,old_page,0
63851,837323,2025-01-07 10:47:26.975239,treatment,new_page,0
63852,843976,2025-01-07 10:47:28.717198,treatment,new_page,0
63853,671471,2025-01-07 10:47:29.753574,control,old_page,0
63854,824812,2025-01-07 10:47:49.336968,treatment,new_page,0
63855,928080,2025-01-07 10:47:52.370109,control,old_page,0
63856,662344,2025-01-07 10:47:53.059439,treatment,new_page,0
63857,715123,2025-01-07 10:47:53.408414,treatment,new_page,0
63858,857780,2025-01-07 10:47:58.845205,treatment,new_page,0
63859,802424,2025-01-07 10:48:15.882274,control,old_page,0
63860,825748,2025-01-07 10:48:21.225907,control,old_page,0
63861,685512,2025-01-07 10:48:23.712820,control,old_page,0
63862,637295,2025-01-07 10:48:25.777719,control,old_page,0
63863,939530,2025-01-07 10:48:26.150732,control,old_page,0
63864,741075,2025-01-07 10:48:35.068677,control,old_page,0
63865,925998,2025-01-07 10:48:35.600931,treatment,new_page,0
63866,719061,2025-01-07 10:48:41.283879,control,old_page,1
63867,885927,2025-01-07 10:48:44.271421,control,old_page,0
63868,937599,2025-01-07 10:48:49.312697,control,old_page,0
63869,664197,2025-01-07 10:48:53.545544,treatment,new_page,0
63870,925720,2025-01-07 10:48:58.023665,treatment,new_page,0
63871,888771,2025-01-07 10:48:58.108317,control,old_page,0
63872,635653,2025-01-07 10:49:15.856961,control,old_page,0
63873,740566,2025-01-07 10:49:16.207927,treatment,new_page,0
63874,886124,2025-01-07 10:49:18.017885,control,old_page,0
63875,633581,2025-01-07 10:49:19.726296,control,old_page,0
63876,921960,2025-01-07 10:49:43.673957,control,old_page,1
63877,810028,2025-01-07 10:49:46.771733,control,old_page,0
63878,811504,2025-01-07 10:49:52.995002,control,old_page,0
63879,944082,2025-01-07 10:49:53.115301,treatment,new_page,0
63880,921338,2025-01-07 10:50:03.815608,control,old_page,0
63881,872325,2025-01-07 10:50:06.581824,control,old_page,0
63882,700111,2025-01-07 10:50:28.722482,treatment,new_page,0
63883,796648,2025-01-07 10:50:50.364681,control,old_page,0
63884,681202,2025-01-07 10:51:12.212503,control,old_page,0
63885,939523,2025-01-07 10:51:14.043645,treatment,new_page,0
63886,659950,2025-01-07 10:51:14.610925,treatment,new_page,0
63887,725969,2025-01-07 10:51:22.634804,treatment,new_page,1
63888,832171,2025-01-07 10:51:33.685034,control,old_page,0
63889,703430,2025-01-07 10:51:35.245388,treatment,new_page,0
63890,867956,2025-01-07 10:51:37.831287,treatment,new_page,0
63891,721158,2025-01-07 10:51:40.542057,treatment,new_page,0
63892,756486,2025-01-07 10:51:45.915617,treatment,new_page,0
63893,899770,2025-01-07 10:52:11.352336,treatment,new_page,0
63894,889672,2025-01-07 10:52:13.631887,treatment,new_page,0
63895,838719,2025-01-07 10:52:21.164250,treatment,new_page,0
63896,888763,2025-01-07 10:52:37.241551,control,old_page,1
63897,730145,2025-01-07 10:52:44.496342,control,old_page,0
63898,776684,2025-01-07 10:52:58.040909,control,old_page,0
63899,745177,2025-01-07 10:53:01.399318,control,old_page,0
63900,879685,2025-01-07 10:53:02.075493,treatment,new_page,0
63901,908510,2025-01-07 10:53:04.920954,treatment,new_page,0
63902,684408,2025-01-07 10:53:06.783425,treatment,new_page,0
63903,695196,2025-01-07 10:53:09.958022,control,old_page,0
63904,849858,2025-01-07 10:53:20.312289,control,old_page,0
63905,847200,2025-01-07 10:53:20.493659,treatment,new_page,0
63906,919060,2025-01-07 10:53:29.174806,control,old_page,0
63907,774327,2025-01-07 10:53:30.411024,treatment,new_page,0
63908,766520,2025-01-07 10:53:36.567767,control,old_page,0
63909,742270,2025-01-07 10:54:05.864736,control,old_page,0
63910,702938,2025-01-07 10:54:10.008177,treatment,new_page,1
63911,688059,2025-01-07 10:54:28.734778,treatment,new_page,0
63912,650208,2025-01-07 10:54:31.891219,treatment,new_page,0
63913,717268,2025-01-07 10:54:36.492443,treatment,new_page,0
63914,784172,2025-01-07 10:54:39.288113,treatment,new_page,0
63915,796964,2025-01-07 10:54:40.077878,treatment,new_page,0
63916,696759,2025-01-07 10:54:44.193157,control,old_page,0
63917,721949,2025-01-07 10:54:44.720023,control,old_page,0
63918,920834,2025-01-07 10:55:01.495948,control,old_page,1
63919,771033,2025-01-07 10:55:05.428620,control,old_page,1
63920,915296,2025-01-07 10:55:17.920920,treatment,new_page,0
63921,845051,2025-01-07 10:55:22.127188,control,old_page,0
63922,793951,2025-01-07 10:55:35.295684,treatment,new_page,1
63923,832465,2025-01-07 10:55:39.660244,control,old_page,0
63924,874349,2025-01-07 10:55:48.189456,control,old_page,0
63925,723009,2025-01-07 10:55:56.826856,control,old_page,0
63926,886282,2025-01-07 10:56:00.275527,control,old_page,0
63927,678394,2025-01-07 10:56:01.073213,control,old_page,0
63928,668217,2025-01-07 10:56:02.946226,control,old_page,0
63929,756876,2025-01-07 10:56:06.840859,treatment,new_page,0
63930,927521,2025-01-07 10:56:17.195491,control,old_page,1
63931,718882,2025-01-07 10:56:19.283097,control,old_page,0
63932,941057,2025-01-07 10:56:28.302317,treatment,new_page,0
63933,911468,2025-01-07 10:56:33.672376,treatment,new_page,1
63934,910532,2025-01-07 10:56:37.386243,treatment,new_page,0
63935,658022,2025-01-07 10:56:38.117341,control,old_page,0
63936,641608,2025-01-07 10:56:45.650578,control,old_page,0
63937,690168,2025-01-07 10:56:46.658792,control,old_page,0
63938,672362,2025-01-07 10:56:48.149859,treatment,new_page,0
63939,829908,2025-01-07 10:56:51.030709,treatment,new_page,0
63940,897435,2025-01-07 10:56:59.787480,control,old_page,0
63941,679835,2025-01-07 10:57:10.921080,treatment,new_page,0
63942,895460,2025-01-07 10:57:14.660970,control,old_page,0
63943,918452,2025-01-07 10:57:18.649676,treatment,new_page,0
63944,658733,2025-01-07 10:57:23.201314,control,old_page,0
63945,694402,2025-01-07 10:57:25.264664,control,old_page,0
63946,819867,2025-01-07 10:57:35.444141,control,old_page,0
63947,722436,2025-01-07 10:57:35.966045,treatment,new_page,0
63948,668601,2025-01-07 10:57:36.136067,treatment,new_page,0
63949,909350,2025-01-07 10:57:38.259614,control,old_page,1
63950,672769,2025-01-07 10:57:40.143639,treatment,new_page,0
63951,780466,2025-01-07 10:57:43.800897,treatment,new_page,0
63952,852126,2025-01-07 10:57:47.419890,control,old_page,0
63953,789242,2025-01-07 10:58:00.093707,control,old_page,0
63954,704892,2025-01-07 10:58:07.409519,treatment,new_page,0
63955,898312,2025-01-07 10:58:21.221274,treatment,new_page,1
63956,800788,2025-01-07 10:58:32.431469,control,old_page,0
63957,824976,2025-01-07 10:58:40.445544,control,old_page,0
63958,933407,2025-01-07 10:59:08.691510,treatment,new_page,0
63959,791176,2025-01-07 10:59:21.287671,treatment,new_page,0
63960,767152,2025-01-07 10:59:29.945225,treatment,new_page,0
63961,667175,2025-01-07 10:59:33.565484,treatment,new_page,0
63962,742587,2025-01-07 10:59:34.936546,control,old_page,0
63963,736284,2025-01-07 10:59:37.435492,control,old_page,0
63964,645719,2025-01-07 10:59:39.563365,treatment,new_page,0
63965,911916,2025-01-07 11:00:00.759696,treatment,new_page,0
63966,906801,2025-01-07 11:00:04.169513,treatment,new_page,0
63967,934979,2025-01-07 11:00:05.804868,treatment,new_page,0
63968,934622,2025-01-07 11:00:08.225492,control,old_page,0
63969,787248,2025-01-07 11:00:17.407033,control,old_page,0
63970,640370,2025-01-07 11:00:26.506932,control,old_page,1
63971,782436,2025-01-07 11:00:32.595128,treatment,new_page,0
63972,749245,2025-01-07 11:00:35.989916,treatment,new_page,0
63973,860577,2025-01-07 11:00:45.236557,control,old_page,1
63974,810833,2025-01-07 11:00:46.662605,treatment,new_page,0
63975,888463,2025-01-07 11:01:03.240204,treatment,new_page,1
63976,907201,2025-01-07 11:01:17.039655,control,old_page,0
63977,744364,2025-01-07 11:01:19.879857,treatment,new_page,0
63978,746051,2025-01-07 11:01:21.883869,control,old_page,0
63979,802711,2025-01-07 11:01:29.814935,treatment,new_page,0
63980,942597,2025-01-07 11:01:43.562950,treatment,new_page,0
63981,660716,2025-01-07 11:01:54.458167,control,old_page,0
63982,834018,2025-01-07 11:01:57.331449,control,old_page,1
63983,748139,2025-01-07 11:02:05.665954,control,old_page,0
63984,825330,2025-01-07 11:02:11.765939,control,old_page,0
63985,710906,2025-01-07 11:02:21.616182,treatment,new_page,0
63986,745131,2025-01-07 11:02:21.708921,control,old_page,0
63987,942234,2025-01-07 11:02:22.338657,control,old_page,0
63988,715264,2025-01-07 11:02:30.516268,control,old_page,0
63989,914249,2025-01-07 11:02:33.396888,treatment,new_page,0
63990,651917,2025-01-07 11:02:37.154368,treatment,new_page,1
63991,830465,2025-01-07 11:02:42.233515,treatment,new_page,0
63992,736380,2025-01-07 11:02:48.384136,control,old_page,1
63993,934473,2025-01-07 11:02:54.082006,control,old_page,0
63994,844271,2025-01-07 11:02:54.132509,control,old_page,1
63995,931346,2025-01-07 11:02:54.713425,control,old_page,1
63996,928963,2025-01-07 11:02:56.806329,treatment,new_page,1
63997,752296,2025-01-07 11:03:02.954712,control,old_page,0
63998,721139,2025-01-07 11:03:03.083621,treatment,new_page,0
63999,878242,2025-01-07 11:03:07.804397,treatment,new_page,0
64000,641856,2025-01-07 11:03:10.532164,control,old_page,0
64001,772255,2025-01-07 11:03:27.343940,treatment,new_page,0
64002,840639,2025-01-07 11:03:27.966245,control,old_page,0
64003,931635,2025-01-07 11:03:29.330854,treatment,new_page,0
64004,851958,2025-01-07 11:03:37.734982,treatment,new_page,0
64005,837792,2025-01-07 11:03:53.719589,control,old_page,0
64006,696230,2025-01-07 11:03:58.417916,control,old_page,0
64007,709261,2025-01-07 11:04:04.898413,control,old_page,1
64008,865361,2025-01-07 11:04:13.603357,treatment,new_page,0
64009,630594,2025-01-07 11:04:13.723623,treatment,new_page,0
64010,731127,2025-01-07 11:04:16.432512,control,old_page,1
64011,909623,2025-01-07 11:04:28.721014,treatment,new_page,0
64012,889292,2025-01-07 11:04:28.789169,control,old_page,0
64013,645201,2025-01-07 11:04:33.210993,treatment,new_page,0
64014,707754,2025-01-07 11:04:37.854119,treatment,new_page,1
64015,871553,2025-01-07 11:04:39.175255,control,old_page,1
64016,854428,2025-01-07 11:04:53.029892,control,old_page,1
64017,855651,2025-01-07 11:04:55.650214,treatment,new_page,0
64018,648495,2025-01-07 11:05:12.454894,control,old_page,0
64019,755109,2025-01-07 11:05:17.747049,control,old_page,0
64020,737857,2025-01-07 11:05:18.570493,treatment,new_page,0
64021,677413,2025-01-07 11:05:23.053341,control,old_page,0
64022,796035,2025-01-07 11:05:26.187109,treatment,new_page,0
64023,715372,2025-01-07 11:05:43.303566,treatment,new_page,0
64024,882684,2025-01-07 11:05:51.717037,control,old_page,0
64025,893613,2025-01-07 11:06:08.411608,treatment,new_page,0
64026,778665,2025-01-07 11:06:10.660756,treatment,new_page,0
64027,657020,2025-01-07 11:06:28.399587,control,old_page,0
64028,874996,2025-01-07 11:06:34.070474,treatment,new_page,1
64029,723907,2025-01-07 11:06:35.890531,control,old_page,0
64030,696089,2025-01-07 11:06:39.620151,control,old_page,0
64031,654785,2025-01-07 11:06:52.679754,treatment,new_page,0
64032,728066,2025-01-07 11:06:56.179182,control,old_page,0
64033,911877,2025-01-07 11:07:00.812241,treatment,new_page,0
64034,781525,2025-01-07 11:07:02.847447,control,old_page,1
64035,943835,2025-01-07 11:07:04.965127,control,old_page,1
64036,917204,2025-01-07 11:07:07.942073,treatment,new_page,0
64037,711972,2025-01-07 11:07:10.561912,control,old_page,1
64038,827185,2025-01-07 11:07:14.591712,control,old_page,0
64039,806238,2025-01-07 11:07:27.155007,control,old_page,0
64040,881391,2025-01-07 11:07:34.685558,treatment,new_page,0
64041,718172,2025-01-07 11:07:37.658954,treatment,new_page,1
64042,687847,2025-01-07 11:08:04.391508,treatment,new_page,0
64043,828996,2025-01-07 11:08:09.346086,control,old_page,0
64044,882813,2025-01-07 11:08:35.839252,control,old_page,1
64045,831631,2025-01-07 11:08:36.850296,treatment,new_page,0
64046,724977,2025-01-07 11:08:51.459535,treatment,new_page,0
64047,714887,2025-01-07 11:08:53.771394,treatment,new_page,0
64048,645617,2025-01-07 11:08:55.152706,treatment,new_page,0
64049,848564,2025-01-07 11:09:03.274399,control,old_page,0
64050,806091,2025-01-07 11:09:04.938151,control,old_page,0
64051,900619,2025-01-07 11:09:08.454419,treatment,new_page,0
64052,638568,2025-01-07 11:09:14.495901,control,old_page,0
64053,723188,2025-01-07 11:09:21.701262,control,old_page,0
64054,631012,2025-01-07 11:09:24.072066,treatment,new_page,0
64055,814850,2025-01-07 11:09:36.270725,treatment,new_page,0
64056,867142,2025-01-07 11:09:51.303570,treatment,new_page,0
64057,765826,2025-01-07 11:10:01.246455,control,old_page,0
64058,937015,2025-01-07 11:10:20.621356,treatment,new_page,0
64059,698593,2025-01-07 11:10:23.573021,control,old_page,1
64060,830860,2025-01-07 11:10:27.945507,treatment,new_page,0
64061,866323,2025-01-07 11:10:30.653437,treatment,new_page,0
64062,676953,2025-01-07 11:10:31.229597,treatment,new_page,0
64063,936670,2025-01-07 11:10:32.564968,treatment,new_page,0
64064,675167,2025-01-07 11:10:38.207840,control,old_page,0
64065,765816,2025-01-07 11:10:42.886937,control,old_page,0
64066,750646,2025-01-07 11:11:04.622117,control,old_page,0
64067,788871,2025-01-07 11:11:04.884813,control,old_page,0
64068,934843,2025-01-07 11:11:11.252114,control,old_page,0
64069,645703,2025-01-07 11:11:16.697614,treatment,new_page,0
64070,849767,2025-01-07 11:11:23.203067,treatment,new_page,0
64071,654442,2025-01-07 11:11:23.717802,treatment,new_page,0
64072,914781,2025-01-07 11:11:25.442137,control,old_page,0
64073,887121,2025-01-07 11:11:28.749294,control,old_page,1
64074,709722,2025-01-07 11:11:36.041918,control,old_page,0
64075,772937,2025-01-07 11:11:40.604674,treatment,new_page,1
64076,712412,2025-01-07 11:12:11.307680,control,old_page,0
64077,721778,2025-01-07 11:12:23.132863,treatment,new_page,0
64078,905477,2025-01-07 11:12:37.546991,control,old_page,0
64079,760050,2025-01-07 11:12:42.683049,treatment,new_page,0
64080,818219,2025-01-07 11:12:43.838648,treatment,new_page,0
64081,841151,2025-01-07 11:12:44.275516,treatment,new_page,0
64082,682402,2025-01-07 11:12:49.068995,control,old_page,0
64083,709517,2025-01-07 11:12:50.465465,control,old_page,0
64084,788394,2025-01-07 11:13:03.509583,treatment,new_page,0
64085,859586,2025-01-07 11:13:22.469064,treatment,new_page,1
64086,754768,2025-01-07 11:13:23.850937,treatment,new_page,0
64087,756340,2025-01-07 11:13:25.120163,control,old_page,1
64088,846235,2025-01-07 11:13:27.998597,control,old_page,0
64089,677374,2025-01-07 11:13:29.172689,control,old_page,0
64090,659699,2025-01-07 11:13:29.273272,control,old_page,0
64091,732463,2025-01-07 11:13:30.134845,treatment,new_page,0
64092,770509,2025-01-07 11:13:33.949527,control,old_page,0
64093,777200,2025-01-07 11:13:48.769994,treatment,new_page,0
64094,712295,2025-01-07 11:13:54.277531,control,old_page,0
64095,895123,2025-01-07 11:13:59.899300,control,old_page,0
64096,762878,2025-01-07 11:14:16.068680,control,old_page,1
64097,685453,2025-01-07 11:14:17.000213,treatment,new_page,0
64098,775147,2025-01-07 11:14:21.999087,treatment,new_page,0
64099,887417,2025-01-07 11:14:23.469800,control,old_page,0
64100,870992,2025-01-07 11:14:27.091520,control,old_page,0
64101,772677,2025-01-07 11:14:36.244838,control,old_page,0
64102,747686,2025-01-07 11:14:36.390681,control,old_page,0
64103,888669,2025-01-07 11:14:40.334347,treatment,new_page,0
64104,874803,2025-01-07 11:14:46.734195,treatment,new_page,0
64105,772106,2025-01-07 11:14:46.992279,treatment,new_page,0
64106,749634,2025-01-07 11:14:50.347204,control,old_page,0
64107,943104,2025-01-07 11:15:06.818078,control,old_page,0
64108,697726,2025-01-07 11:15:13.944049,treatment,new_page,0
64109,772562,2025-01-07 11:15:31.868448,treatment,new_page,1
64110,744556,2025-01-07 11:15:38.511024,control,old_page,0
64111,835871,2025-01-07 11:15:44.939710,treatment,new_page,0
64112,742910,2025-01-07 11:15:45.087156,treatment,new_page,0
64113,630571,2025-01-07 11:15:52.226976,control,old_page,0
64114,772853,2025-01-07 11:15:56.538414,treatment,new_page,0
64115,931856,2025-01-07 11:16:23.929378,treatment,new_page,1
64116,764368,2025-01-07 11:16:32.103460,treatment,new_page,0
64117,773121,2025-01-07 11:16:37.294559,treatment,new_page,0
64118,817664,2025-01-07 11:16:39.922682,treatment,new_page,0
64119,738213,2025-01-07 11:16:47.434929,treatment,new_page,0
64120,871331,2025-01-07 11:16:51.667768,control,old_page,0
64121,707799,2025-01-07 11:17:05.326555,treatment,new_page,0
64122,704954,2025-01-07 11:17:06.630666,control,old_page,0
64123,693003,2025-01-07 11:17:07.022474,treatment,new_page,1
64124,923547,2025-01-07 11:17:20.801619,treatment,new_page,0
64125,718489,2025-01-07 11:17:21.363606,control,old_page,0
64126,717237,2025-01-07 11:17:32.511398,control,old_page,0
64127,879959,2025-01-07 11:17:34.794732,treatment,new_page,0
64128,780109,2025-01-07 11:17:46.006070,treatment,new_page,0
64129,704930,2025-01-07 11:17:56.646361,control,old_page,0
64130,702470,2025-01-07 11:18:01.101416,control,old_page,0
64131,639653,2025-01-07 11:18:03.631143,treatment,new_page,0
64132,772128,2025-01-07 11:18:07.695691,control,old_page,0
64133,868437,2025-01-07 11:18:17.218617,treatment,new_page,1
64134,824473,2025-01-07 11:18:19.138213,control,old_page,0
64135,887867,2025-01-07 11:18:24.598601,treatment,new_page,0
64136,728624,2025-01-07 11:18:41.838003,treatment,new_page,0
64137,644337,2025-01-07 11:18:45.228965,control,old_page,1
64138,908064,2025-01-07 11:18:48.765958,control,old_page,0
64139,901987,2025-01-07 11:18:48.806318,control,old_page,0
64140,843386,2025-01-07 11:18:58.017919,treatment,new_page,0
64141,871808,2025-01-07 11:19:26.618750,treatment,new_page,0
64142,910727,2025-01-07 11:19:28.921020,treatment,new_page,0
64143,893860,2025-01-07 11:19:28.932413,treatment,new_page,0
64144,929210,2025-01-07 11:19:28.994400,treatment,new_page,0
64145,914547,2025-01-07 11:19:39.511848,treatment,new_page,0
64146,654917,2025-01-07 11:19:42.872174,control,old_page,0
64147,698305,2025-01-07 11:19:45.078462,treatment,new_page,0
64148,809121,2025-01-07 11:19:48.505013,treatment,new_page,1
64149,711478,2025-01-07 11:19:52.491015,control,old_page,0
64150,943658,2025-01-07 11:20:02.251218,control,old_page,0
64151,798094,2025-01-07 11:20:07.354088,control,old_page,0
64152,683187,2025-01-07 11:20:08.415902,treatment,new_page,0
64153,847921,2025-01-07 11:20:27.335237,control,old_page,0
64154,661531,2025-01-07 11:20:32.458054,control,old_page,0
64155,911456,2025-01-07 11:20:40.272206,control,old_page,0
